to_node,from_node,Rating
308126,427,7
186208,202,3
186208,344,1
186208,162,1
322705,980,6
322705,202,6
322705,862,5
322705,421,4
220930,798,7
220930,202,6
220930,903,6
220930,502,6
285048,750,6
231316,610,7
225481,601,6
192634,990,8
192634,832,5
192634,997,4
284981,369,5
220980,767,7
220980,141,6
220980,854,5
220980,877,4
285028,724,6
285028,980,5
227163,968,7
192500,862,7
192500,977,7
192500,601,6
192500,351,6
342562,202,6
283805,787,8
283699,862,5
283699,980,5
283699,601,4
283699,903,4
283713,481,6
283746,980,5
283746,373,3
283790,601,8
283790,977,6
283790,421,5
193134,418,7
193134,687,6
193134,974,6
193134,451,5
301614,436,7
301614,481,6
301614,202,6
301614,601,5
283848,955,6
283848,589,6
283848,590,5
320084,560,10
320084,839,10
320084,825,8
320084,508,7
193271,955,6
193271,451,5
193271,468,4
231611,955,4
220642,29,7
220642,882,5
220642,361,4
301637,967,8
301637,955,6
231587,516,7
325413,877,4
325413,902,4
308385,748,7
308385,223,6
231559,91,7
185813,793,6
185813,811,4
284192,601,6
284192,980,5
342209,974,7
342209,413,5
342209,421,5
342209,942,4
342492,398,6
227070,91,7
227070,889,5
227070,636,1
231476,672,10
231476,993,8
325382,413,7
325382,481,7
325382,955,6
323317,750,8
231457,503,8
231457,903,8
231457,990,8
231457,101,6
325409,169,9
325409,202,6
227010,883,8
227010,914,4
284003,590,6
284003,812,6
284003,433,6
193049,899,7
193049,943,4
284072,544,9
284072,990,8
284072,834,7
301541,196,7
301541,980,5
301541,862,4
193031,990,8
184559,312,8
184559,489,8
276832,66,6
276832,136,5
194974,418,6
194974,414,3
194966,380,4
303635,424,6
303635,939,5
303635,980,5
277003,370,10
277018,309,5
277035,750,8
277035,361,6
277035,862,6
277035,980,6
303621,421,8
303621,955,6
303621,943,3
232510,862,5
232510,980,4
232510,158,2
277931,196,7
219564,977,6
219511,451,6
219511,978,4
219511,955,4
219511,974,3
323118,387,8
323118,601,7
323118,750,6
323118,862,5
323118,421,4
226330,788,9
226330,794,6
276641,29,8
276641,862,7
195158,321,6
195158,369,5
195158,426,1
323068,916,6
303676,955,5
195149,141,9
195149,7,8
276669,120,7
276669,475,6
195073,750,7
195073,935,7
195073,974,6
195073,451,6
195073,962,5
195073,468,4
226356,601,6
226356,810,4
325830,978,6
325830,862,5
325830,980,4
325830,903,3
303544,978,8
305564,426,7
226358,750,8
226358,862,6
226358,980,5
232358,297,6
341779,387,8
341779,750,7
341779,601,7
341779,888,4
232351,980,7
232351,23,6
232351,854,5
232351,903,3
232351,421,3
232351,877,3
232351,601,1
277671,594,7
277671,620,7
277671,609,5
232385,945,9
232385,750,7
232385,866,7
232385,418,5
232385,980,5
303552,903,6
277410,417,6
277410,932,5
277424,750,7
277424,862,6
277424,116,6
277424,608,5
194819,144,6
194819,338,6
341583,933,9
341583,930,6
341583,202,6
277481,750,6
232412,361,4
309341,939,9
309341,750,9
309341,697,5
275349,642,8
275349,454,6
275349,681,4
275349,877,3
184337,990,7
184337,365,5
184337,681,3
275703,750,6
341427,193,7
341427,955,6
341427,943,6
275715,422,8
275715,699,6
304983,906,8
304983,664,8
304987,724,7
319223,980,9
319223,682,8
319223,369,6
319223,426,5
275085,939,6
275085,862,4
275085,980,3
309545,903,10
309545,502,10
309545,812,6
349131,402,7
349131,472,7
349131,939,7
349131,436,5
349131,942,4
349131,888,3
219374,750,7
219374,413,6
219374,451,6
219374,955,5
219374,453,5
319295,601,6
319295,801,5
319295,978,5
276264,7,6
184477,513,8
184477,451,8
184477,481,7
184477,520,7
276459,750,8
276459,413,7
276459,477,7
276459,974,7
276459,451,7
276459,632,6
276459,460,5
276459,457,4
276459,446,2
304666,968,7
275857,481,8
275857,980,7
275857,955,6
219410,945,8
219410,750,7
219410,955,6
219410,413,6
219410,956,6
219410,167,6
219410,451,6
219410,457,4
232874,431,7
232874,168,7
232874,955,6
232874,974,6
232874,468,4
232874,744,4
232874,970,4
232874,969,4
277980,854,6
280856,601,8
280856,426,7
302421,202,6
280897,57,6
342016,387,8
342016,299,7
342016,977,6
342016,888,5
342016,601,5
280999,820,8
280999,814,8
280999,990,7
280999,507,7
280999,824,7
280999,831,5
302316,594,8
347146,968,8
347146,738,6
347146,702,6
347146,955,6
281245,776,6
281245,601,5
194034,862,7
194034,980,7
194034,451,6
194034,978,4
302463,601,7
302463,862,7
220234,169,8
220234,750,4
280729,987,9
280729,545,7
280729,528,6
280742,883,5
325679,968,7
184922,426,1
325678,974,9
319593,955,6
319593,688,6
226529,668,6
226529,141,3
309081,545,9
309081,994,9
309081,525,8
309081,990,8
309081,831,8
309081,836,7
319600,465,7
319600,633,7
319600,877,7
319600,481,6
194075,974,8
194075,632,6
194075,863,6
220226,426,6
220226,361,4
220226,474,3
281257,854,8
185244,417,6
185244,748,5
185246,365,5
302269,264,8
302269,903,5
308762,426,10
308762,73,4
302268,264,8
282080,475,3
220406,520,3
220440,596,8
220440,990,7
220440,499,6
220440,141,1
193792,542,8
193792,546,8
193792,835,7
193792,528,7
193792,815,7
225909,545,9
225909,987,9
225909,995,8
225909,999,8
225909,993,8
225909,998,8
225909,825,7
225909,369,5
281945,980,9
281945,990,7
281477,499,7
281477,990,7
281477,987,6
281477,980,6
194033,862,6
194033,748,6
194033,451,6
194033,954,3
194033,980,2
221208,755,7
221208,18,7
221208,977,6
221208,299,6
221208,436,4
308870,854,7
308870,862,4
185195,365,5
185195,854,5
185195,980,4
185195,862,3
281457,426,4
281457,888,1
281919,945,7
281919,974,7
281619,888,8
281619,968,7
281619,601,7
281619,202,6
185228,862,8
226013,750,9
226013,939,7
226013,481,6
226013,451,6
226013,421,5
226013,454,5
226013,418,4
194094,777,7
226081,202,6
226081,589,6
226081,980,5
220124,481,6
278484,57,6
226115,990,8
226115,835,7
226115,812,4
309109,196,7
309109,451,7
309109,937,6
194438,881,4
279056,601,7
279056,481,6
279056,465,6
279056,633,5
220137,361,2
347521,276,8
325704,980,7
325704,937,6
194534,862,7
194534,750,3
219926,534,8
219926,499,8
219926,990,7
219926,542,7
219926,832,5
278142,903,5
278218,990,8
278218,954,4
278304,758,9
302965,209,9
184780,601,6
184780,888,6
184780,202,6
184780,465,5
219985,426,7
219985,854,6
219985,978,6
325828,862,8
325828,980,7
325828,978,6
325828,903,5
184797,883,6
184797,950,6
279527,299,5
279527,977,4
302840,750,7
302840,401,6
302840,909,6
302840,943,6
302840,955,6
302840,890,2
302840,935,1
232250,0,6
279996,422,6
279996,503,5
279996,811,1
302887,877,6
302887,202,6
341931,223,7
341931,955,6
341931,649,6
280148,943,5
280148,601,5
184900,610,7
184900,856,7
184900,589,5
280202,422,7
280202,633,5
280202,481,4
280378,69,5
280378,681,5
194184,976,6
194184,255,4
194184,979,4
279967,766,7
279967,980,6
279967,886,5
279967,862,4
279967,877,3
279649,675,7
279556,528,10
279556,548,8
279556,995,7
279556,924,6
279556,904,5
279556,840,4
279581,977,8
279581,299,8
279581,866,7
184843,681,4
184843,426,1
302911,431,7
302911,750,7
302911,395,7
302911,719,6
302911,468,5
302911,421,5
325681,974,8
325681,968,6
184861,980,7
184861,877,4
184861,903,3
279776,987,9
279776,528,8
279776,534,7
279776,993,7
279776,995,7
279776,839,7
279776,544,6
279776,560,5
232238,280,8
226502,748,6
279928,7,8
279928,601,7
279931,724,7
279931,750,7
321757,862,8
321757,707,7
321757,980,6
224680,701,7
189919,857,5
293112,990,8
293112,504,7
293112,877,7
189902,13,7
223590,903,8
223590,990,8
223590,987,7
223590,544,6
321756,750,8
321756,862,8
321756,481,7
321756,465,7
299105,545,9
299105,990,8
229954,116,6
229954,454,6
229954,632,5
229954,361,3
190064,426,7
190047,990,7
190047,858,6
187383,750,8
187383,361,4
228373,202,9
228373,759,8
228373,111,7
228373,866,6
228373,955,6
229910,98,6
229910,422,4
229910,750,4
293274,826,8
293274,831,5
298631,750,8
298631,968,7
298631,413,6
298631,451,6
298631,481,6
301099,450,7
301099,955,6
301099,481,6
301099,451,6
301099,454,6
301099,457,5
344338,132,8
344338,978,8
344338,601,6
344338,862,5
187704,457,7
298539,405,7
298539,975,6
298539,503,6
344415,418,7
344415,877,5
229537,122,7
229537,299,7
229537,977,6
229537,420,5
293708,750,8
228420,60,6
228420,877,4
298618,601,7
189833,675,4
189833,681,2
189833,426,1
293586,601,5
293605,426,7
293605,854,5
189816,979,7
189816,777,6
189816,862,6
189816,980,3
228419,737,10
298607,750,8
298607,434,8
298607,451,7
344408,750,10
344408,939,10
344408,955,7
344408,633,7
344408,465,7
344408,388,6
344408,436,6
344408,202,5
344408,413,5
324602,539,7
324602,993,7
324602,499,6
324602,504,6
324602,832,6
324602,924,6
324602,528,5
324602,493,4
228310,7,7
228310,481,5
228310,221,5
291549,402,8
291549,451,6
291549,481,6
291550,397,8
291550,451,7
291550,450,6
291550,974,6
291550,955,6
291550,750,5
230081,427,6
187164,599,8
187164,116,7
230065,939,6
230065,862,6
230065,980,6
230065,601,5
299556,809,5
299556,635,1
224937,977,5
191032,523,8
191032,826,8
191032,832,8
191032,904,7
191032,990,7
191032,995,7
191032,845,7
191032,980,7
191032,835,6
191032,831,6
291415,545,10
291415,990,8
291415,495,7
291415,499,6
291415,586,1
291154,379,8
291154,810,4
344258,862,8
190758,883,6
190572,221,7
190572,365,5
291845,415,9
291845,475,8
291845,633,7
291845,481,6
230063,507,7
230063,474,6
230063,750,6
223332,750,6
223332,858,6
223332,361,6
223332,980,5
292333,990,8
292333,825,7
292333,993,7
323882,633,6
323882,738,5
299159,967,8
299159,601,8
299159,618,6
299159,436,6
190162,545,7
190162,508,7
190330,402,6
187199,990,7
187199,977,7
187199,499,6
187199,924,6
187199,504,6
187199,835,6
187199,980,6
306799,978,9
291957,955,6
291957,750,5
291957,744,5
291957,970,4
291957,969,4
190409,503,5
230040,990,8
230040,980,8
230040,544,7
230040,499,7
230040,836,7
230040,835,7
230040,525,7
230040,997,6
230040,369,5
230040,557,5
295646,401,8
295646,862,7
295646,601,6
295931,913,10
295931,990,8
295931,529,8
295931,910,8
295931,621,7
297897,750,8
297897,413,6
297897,451,6
297897,191,5
297897,13,5
228889,750,8
228889,990,7
228889,955,6
188527,750,8
296291,939,8
296291,649,7
296291,930,6
296291,972,5
296353,601,7
296353,475,5
224039,475,8
224039,862,5
224039,980,5
224039,978,1
224454,601,7
224454,750,4
298147,458,8
298147,750,7
298147,633,6
298147,413,5
298147,481,5
229165,750,3
229165,131,2
229131,7,7
229131,57,6
229131,862,6
298130,21,7
322202,903,5
188759,787,7
188759,508,7
188759,998,7
188759,993,7
188759,499,7
188759,987,7
188759,545,6
188759,835,6
188759,369,6
188758,858,6
188753,854,6
188753,468,4
188493,675,6
296354,451,7
296354,601,6
297234,81,7
296948,980,9
224152,12,7
224152,28,7
224152,202,6
297702,548,9
297702,980,8
297702,528,7
297702,849,7
297702,986,7
297702,990,7
297702,504,6
297702,501,6
297702,835,6
297139,309,3
297663,750,8
297663,980,6
297663,465,6
297374,832,9
297374,551,8
297374,980,8
297374,845,8
297374,550,6
297374,523,6
297478,451,6
297570,968,4
297570,877,3
188292,418,7
188292,451,7
188292,369,5
228601,361,5
296363,417,5
224122,601,8
224122,968,6
224122,202,5
224122,433,5
224122,474,4
188389,186,6
188389,202,5
188389,903,5
188389,597,4
188389,978,4
188389,903,3
228724,681,4
228724,980,3
228724,137,2
228724,862,2
296892,750,9
296892,601,8
228687,419,4
228687,977,4
228687,299,3
296644,780,8
296644,990,8
297735,862,7
297735,980,6
189203,635,3
294594,545,10
294594,839,10
294594,508,8
294594,825,8
223892,426,6
229369,939,8
229369,610,7
229369,750,5
298345,980,8
298345,810,6
294723,913,7
294723,732,6
294773,499,7
294773,61,6
294773,980,5
294773,616,2
223946,787,8
223946,854,6
223946,862,6
223946,748,5
189201,810,4
189201,980,4
294810,810,6
294463,990,7
294463,903,7
223811,877,4
189603,862,6
298442,964,8
298442,936,6
298442,601,5
298442,481,5
294216,750,8
294216,601,7
294216,426,6
294216,433,5
294216,903,3
298397,13,6
187769,392,6
187769,202,6
324320,968,8
324320,57,6
324320,481,6
324344,212,7
324344,481,6
189427,355,9
189427,522,8
189427,508,7
189427,560,5
229406,972,6
294969,169,8
294969,980,3
295484,976,8
295484,877,4
295484,137,4
295484,962,2
228509,924,8
228509,317,8
228509,324,7
228509,983,5
228509,357,3
188968,755,6
188968,980,4
188968,116,3
298261,672,9
298261,601,6
298261,481,6
298261,724,5
344839,980,7
344839,862,7
344839,877,4
344839,880,4
224596,832,7
224596,903,5
224596,748,5
187806,868,7
187806,888,3
228503,750,6
224590,672,7
224590,290,6
295295,422,6
295295,903,4
295394,57,4
286261,929,9
286261,601,7
286261,862,6
286261,980,6
191999,499,6
191999,862,6
300400,426,7
300400,601,6
300400,900,6
300400,421,6
300400,862,6
300400,980,5
300400,636,3
286549,750,9
286549,454,8
286549,939,8
286658,974,7
286658,409,7
286658,481,6
286658,465,6
286658,451,6
286658,862,5
186461,750,3
186461,886,3
286264,972,4
230976,601,5
230976,939,4
230976,896,3
230976,592,3
286309,601,6
286309,939,4
286309,681,3
286309,862,3
186404,513,6
186404,202,6
186404,903,6
286310,601,8
286310,939,6
286310,862,6
286310,426,6
286310,980,6
286310,961,3
324885,397,8
324885,448,5
286358,990,8
286358,980,8
286358,810,4
286358,536,4
221938,968,8
192059,513,8
192059,481,7
286434,601,7
286434,475,6
286434,939,6
286434,426,4
286434,399,4
192032,392,6
192032,761,6
192032,632,6
192032,967,5
192032,655,4
230916,750,7
230916,451,7
286706,881,4
191893,750,8
191893,418,6
230885,0,6
230885,903,3
307830,4,7
307830,943,6
307830,955,6
307830,126,5
287110,903,6
287110,460,4
230881,365,5
225208,18,6
225208,338,4
225208,980,3
225208,603,1
225208,862,1
191910,468,6
191910,862,6
191910,418,6
191910,454,6
191910,601,5
191910,955,5
191910,974,4
191910,980,3
191910,191,2
286790,604,6
230890,862,8
230890,750,7
230890,974,7
230890,454,7
230890,481,6
230890,451,6
230890,955,5
222291,862,7
222291,980,7
222291,810,6
222291,877,6
306029,852,8
306029,927,6
306072,421,3
286831,634,7
286831,862,7
286831,701,6
286831,881,3
191923,750,8
191923,738,6
191923,426,5
191923,954,4
286247,530,6
286247,750,6
320505,513,6
320505,635,5
320505,980,4
286236,936,7
286236,649,6
286236,451,6
286236,738,5
285699,862,7
285699,980,7
285699,601,6
285699,426,6
285699,475,6
285699,962,5
285699,955,5
285699,750,5
285699,468,2
285707,761,7
285712,135,7
285712,632,7
285712,481,6
285712,881,5
285712,465,5
285712,980,5
285712,862,4
192322,421,7
192322,903,2
192321,421,8
192321,589,6
192321,903,2
231087,137,3
285902,239,6
231126,421,6
231126,968,6
301015,980,8
301015,601,6
301015,750,6
285529,504,6
285529,481,4
285208,205,8
285208,135,5
285250,917,6
285250,697,5
227221,569,3
285623,601,6
285623,862,6
285623,980,5
301019,928,8
322697,980,8
322697,202,6
285540,649,5
285540,193,5
285540,427,5
285540,451,5
285540,454,5
192323,903,3
192323,157,1
221298,810,6
221298,475,6
221298,141,6
221298,138,5
231082,807,5
231082,499,4
231019,824,4
192268,967,8
192268,413,7
192268,750,6
192268,207,6
192268,451,6
192268,406,5
192268,955,4
192245,969,7
192245,970,7
192245,481,6
192245,956,6
192245,955,6
192245,451,6
192245,614,4
192245,468,4
225303,418,8
225303,451,6
192233,862,7
192233,402,6
192233,877,5
192233,980,4
230995,609,7
230995,761,7
230995,729,5
192226,361,8
192225,888,3
286138,652,7
286138,7,6
286138,738,6
286138,634,6
192311,955,5
192311,499,5
192311,980,5
297531,880,9
297531,890,8
297531,943,7
297531,936,7
297531,155,7
297531,415,6
297531,955,6
297531,954,6
297531,695,6
286021,990,8
286021,980,7
286021,426,6
286021,877,4
300944,604,8
300944,862,7
300944,703,7
300944,980,7
300944,57,6
300944,888,6
300908,457,7
231036,342,7
342703,454,8
342703,721,7
342703,738,6
290872,621,9
290872,823,8
290872,523,8
290872,534,7
290872,980,7
191201,569,6
289223,452,8
223149,968,8
223149,601,6
223149,123,6
223149,866,6
320881,990,8
320881,499,7
320881,202,6
289494,688,6
289494,955,6
230488,990,7
230488,862,7
230488,913,7
230488,980,6
225084,990,8
191205,750,7
191205,935,7
191205,968,6
191205,956,6
191205,974,6
191205,955,5
191205,468,4
289055,418,7
289055,980,7
289055,57,6
289055,954,6
289055,481,5
289055,369,5
191292,980,6
191292,60,5
191292,681,3
288606,276,6
288606,373,6
288648,980,6
288648,165,5
288648,809,5
288648,881,4
288654,750,5
288654,481,5
288654,980,5
191288,862,8
191288,426,6
343898,610,7
343898,413,6
343898,955,6
343898,943,5
233018,826,9
233018,999,8
233018,798,8
233018,508,7
233018,534,7
233018,419,7
233018,831,6
233018,834,6
288920,481,6
288920,465,4
288920,881,3
288969,974,7
288969,451,7
288969,750,6
288969,877,2
290506,809,5
290506,635,1
290565,980,4
290565,862,3
290610,750,7
299803,417,5
290462,974,6
290462,883,6
290462,413,5
290462,193,5
290462,633,5
290462,460,4
290462,133,3
187032,987,8
187032,835,8
187032,486,8
187032,997,7
187032,990,7
187032,995,6
299690,579,8
299690,955,6
290829,684,10
290829,426,10
191095,748,7
191095,223,4
321305,724,8
321305,373,7
290025,202,6
290025,681,5
290025,810,4
344114,116,7
344114,417,6
290131,883,6
290131,601,5
290131,738,5
290131,877,4
230246,750,7
230246,960,7
230246,862,7
230246,410,7
230246,601,6
186799,399,7
186799,622,6
186799,426,2
287304,451,6
287304,750,5
225166,512,9
225166,498,6
225166,992,5
300094,862,7
300094,402,6
300094,401,6
300094,426,5
300094,980,4
343526,795,8
300088,750,7
300088,481,6
300088,632,6
300088,955,6
320677,939,6
320677,724,6
287678,361,5
230619,417,6
230619,909,5
287692,451,7
287692,397,6
287692,955,5
287711,787,5
287741,977,6
287741,862,2
287741,980,2
287586,401,6
287586,417,6
287586,402,4
287580,862,6
287580,980,6
307715,601,3
324884,974,7
287346,896,4
343121,769,8
300146,937,6
300146,426,2
222584,303,9
222584,882,4
191657,457,7
191657,221,2
287552,481,7
287552,955,6
288361,465,6
288361,632,6
288361,862,6
288361,451,5
288361,980,5
288361,955,4
288361,481,4
222913,206,8
288276,968,8
227842,980,8
227842,264,8
227842,990,7
227842,903,7
227842,369,6
227842,79,1
300008,955,5
324670,767,8
324670,758,8
324670,791,7
324670,202,5
288098,633,6
288098,73,4
288430,750,7
288430,939,7
288430,955,6
288430,481,6
300007,601,8
300007,738,6
300007,402,6
300007,955,5
227847,990,7
227847,508,7
227847,545,7
227847,818,7
227847,980,6
307191,262,9
307191,980,9
307191,499,7
287863,978,6
287863,426,6
287895,457,7
287895,633,7
191512,413,7
191512,418,7
191512,481,6
191512,955,4
191512,930,3
191512,980,3
191512,862,2
191478,418,6
191478,193,6
191478,974,6
191478,632,6
191478,614,6
191478,413,5
191478,481,5
191478,930,5
191478,935,5
191478,980,5
288062,421,6
288062,943,6
288062,481,6
288062,936,6
288062,955,5
288062,436,5
288068,503,6
300081,903,4
210414,854,10
210414,457,7
210414,18,7
274635,750,8
274635,202,4
206202,418,9
206202,205,8
206202,935,7
206202,57,7
206202,936,7
239883,748,6
253512,401,8
253512,402,7
253512,421,7
253512,618,2
253564,980,8
253564,426,7
253564,862,6
253564,810,6
253564,681,4
317312,475,8
317312,601,6
317312,943,6
317312,955,6
317312,862,5
317312,855,5
317312,980,4
205865,413,5
205865,939,5
205865,435,5
205865,955,4
205865,956,4
317313,315,8
317313,767,6
317313,0,5
253705,596,7
253705,126,4
206087,690,10
206087,955,6
252901,750,6
252962,405,5
327723,839,10
327723,980,8
327723,544,8
327723,981,7
327723,828,7
327723,831,6
252990,750,3
214849,750,8
214849,900,7
214849,939,7
214849,862,7
313723,724,6
313723,955,6
206083,935,6
206083,980,3
206083,862,2
206074,265,8
206074,247,7
206074,508,7
206074,446,6
206061,893,9
206061,980,7
253320,202,8
253320,866,7
253320,791,7
253320,951,6
253819,912,6
313539,18,6
313539,756,6
313539,454,4
205667,862,7
205667,980,7
205667,978,6
205439,57,8
205439,202,7
205439,419,7
313457,754,6
317418,202,6
215259,137,6
215259,955,5
215259,601,4
254498,811,3
205345,421,8
331056,750,7
331056,413,6
331056,955,6
331126,601,8
331126,955,6
331126,750,5
331126,862,5
331126,481,5
254025,457,7
254025,993,7
254029,457,7
254029,649,4
254029,482,4
239523,620,6
239523,609,6
239504,750,6
239504,977,6
239504,748,6
239504,980,6
239504,451,5
205542,601,7
205542,202,5
254149,812,6
254149,418,6
254149,454,5
254157,769,8
254157,790,7
254157,369,6
254157,426,1
254178,750,6
254178,761,6
254178,744,5
254178,969,5
254178,135,4
254178,970,4
327549,601,6
327549,436,6
327549,955,6
327549,750,5
205496,651,9
205496,601,7
205496,205,6
205496,433,6
205496,955,6
205496,481,6
205496,947,5
205496,888,5
252883,7,8
252883,475,8
252883,633,6
213871,974,5
213871,395,5
213871,955,4
213871,168,4
213871,207,3
328286,750,7
328286,422,7
328286,413,5
328286,748,5
251481,361,5
251593,108,8
251593,980,7
251593,202,6
251593,604,6
251593,465,5
251593,601,4
251593,810,4
240698,609,6
240698,761,6
251685,983,9
251685,924,9
251685,990,8
251685,837,8
251685,997,8
251685,826,8
251685,841,6
251685,486,5
251722,993,7
251722,462,7
251726,697,7
251726,81,7
327913,454,8
240511,980,5
240825,750,5
213787,303,2
251137,817,8
251137,545,7
251137,980,7
251137,499,7
251137,818,6
330084,862,7
314009,980,7
207063,853,7
207063,470,7
207063,632,7
207063,418,6
207063,883,6
207063,748,6
207063,750,6
207063,451,6
207063,460,5
207063,413,4
207063,468,4
313965,261,7
313965,978,7
251252,426,2
251328,990,8
213631,750,9
213631,968,8
213631,481,7
213631,955,6
213631,633,6
213631,413,6
213631,936,6
213631,939,5
213631,421,5
213631,460,3
240844,750,8
240844,767,6
240842,862,6
240842,361,6
240842,767,5
240842,980,5
251832,503,5
206446,460,9
206446,413,7
206446,397,7
206446,862,6
206446,481,6
206446,980,5
214276,601,4
214276,980,4
330555,418,7
330555,750,6
330555,413,5
330555,431,4
313817,978,8
313817,409,6
313817,601,5
206464,503,8
206464,990,7
206464,987,7
206464,523,6
206464,903,6
240142,980,2
240142,862,1
240142,426,1
240133,862,2
252657,202,8
252657,481,7
252657,888,7
240130,972,3
240130,862,3
214486,457,6
313776,990,7
313776,202,6
313776,586,1
330593,413,6
330593,481,6
330593,750,5
330593,649,5
327778,481,6
327778,877,1
313750,980,7
313750,202,5
240224,869,4
240224,699,4
240415,888,6
240415,955,6
252277,877,2
206594,617,4
327797,886,7
327797,251,4
252373,403,6
252374,980,7
252374,862,6
252374,475,5
252374,165,4
206508,862,6
206508,976,6
313834,426,6
331685,481,6
256540,862,4
256540,894,4
256540,361,3
256540,975,3
332782,939,9
332782,116,8
332782,955,6
204142,601,5
204142,888,1
256609,862,5
256609,980,4
238065,426,7
238065,116,7
238065,966,7
256621,950,5
256621,883,5
237834,108,7
237834,601,7
237834,990,7
237834,309,6
237834,633,6
237834,481,6
237834,186,6
237834,202,6
256769,592,8
256769,772,6
256769,57,6
256769,202,6
256769,465,5
216072,526,5
216072,877,3
204496,202,6
204496,888,6
313100,601,8
313100,756,6
313100,980,4
313100,862,4
256443,801,7
256443,750,5
204410,592,6
204410,968,6
204410,898,6
204410,202,6
204410,481,5
256486,974,7
256486,890,6
256486,426,5
204407,990,7
204407,968,6
204407,909,6
204407,867,6
204397,755,7
204397,854,7
204323,420,7
204323,810,6
204323,621,5
237384,753,10
237384,796,8
237384,758,8
237384,764,8
237384,767,7
237384,752,7
237384,791,7
237384,774,7
257076,862,7
257076,955,6
257076,481,5
257076,974,5
257076,750,4
237572,805,2
237501,418,6
237388,601,6
237388,980,6
237388,421,5
237388,862,5
237630,750,7
257180,426,7
333144,990,8
333144,436,6
257199,955,6
257199,202,5
257199,813,4
257199,475,3
237311,918,5
257205,601,6
257205,392,6
257205,481,6
257205,862,6
257205,980,6
257205,384,4
257205,402,4
203818,381,8
203818,801,7
203818,569,6
203818,202,4
237831,481,6
237831,633,6
237831,21,5
237831,465,5
256861,750,6
256861,939,5
203884,433,6
203884,481,4
237704,57,6
237715,750,8
237715,397,7
237715,974,7
237715,451,7
237715,422,6
256962,371,8
256962,924,7
256962,357,6
237712,365,5
216330,457,6
317722,862,5
327295,624,8
327295,498,8
327295,866,7
327295,951,6
255227,481,5
332018,862,8
332018,980,8
332018,990,8
332018,66,6
255235,990,8
255235,504,8
238957,901,8
238957,481,7
238957,866,7
238957,951,6
238915,601,5
238915,571,2
255335,269,5
255381,987,10
255381,545,9
255381,980,8
255381,826,8
255381,990,8
255381,823,7
255381,834,7
255381,544,7
255381,534,7
255381,369,5
238884,601,6
238884,380,2
332181,916,7
313349,601,8
255171,980,8
255171,202,6
255171,903,5
327371,518,8
327371,980,8
254618,750,5
254618,427,4
215389,862,7
215389,474,7
