BGGId,Rating,Username
273769,6.0,lroces1969
273909,9.0,revshafer
273909,8.0,Walt Mulder
273909,8.0,PSIM2
273909,8.0,xrubio
218988,6.5,tuckerotl
218988,6.0,HilkMAN
218988,5.0,akaisamurai001
218988,5.0,wellevorkanagawa
274053,8.0,PzVIE
274053,4.0,Gregarius
195535,6.0,crimescene
218639,7.0,TomVasel
218639,4.0,barber
218639,4.0,Hessu68
218639,3.0,Kosmonaut
218639,3.0,kystas
218639,3.0,oldgoat3769967
271820,7.0,Nap16
271820,7.0,marcocim
271820,5.0,breakmanynecks
234101,7.0,punkin312
234101,7.0,jancis
234062,5.0,stormseeker75
340040,7.0,jean27
340040,7.0,TomVasel
340040,7.0,oldgoat3769967
340040,6.0,Hessu68
340040,5.0,akapastorguy
197414,6.5,oldgoat3769967
269624,7.0,RockyMountainNavy
269624,6.0,Katzula
269624,5.0,kathuna
269624,5.0,crimescene
269624,2.0,DeviantMagick
269607,6.0,Reuner
318852,9.0,ebaraf
318852,7.5,TomVasel
318852,7.0,oldgoat3769967
218460,4.0,himokl
197635,9.0,Molly may
197635,7.0,Lawrence Hung
197635,7.0,Gareth00Simon
197635,7.0,Nap16
197635,6.0,masama
197635,6.0,hierbabuena
197635,6.0,Seoldair
197633,8.8,Molly may
197633,8.0,marcocim
197633,7.0,Lawrence Hung
197633,7.0,FRANCONY robin
197633,6.0,Tormenta
197633,3.0,Andy Parsons
269487,6.0,Davidpit94
269487,2.0,himokl
269504,6.0,Geeken
218491,9.0,marcocim
218491,9.0,wayneb69
218491,8.0,Tormenta
218491,8.0,pierfederico
218491,8.0,WildChild82
218491,7.0,MAAL
218491,7.0,zolle001
218491,7.0,yetima
218491,6.0,lacm
218491,5.0,breakmanynecks
340288,9.0,TomVasel
340288,7.5,punkin312
340288,7.0,jancis
197377,9.0,vindex
197377,9.0,PMartinezR
197377,8.0,Walt Mulder
197377,6.0,hierbabuena
271090,8.0,fake
271090,2.0,JasonSaastad
218615,6.0,Kether1983
233854,6.0,rseater
233854,6.0,79strat
233854,6.0,dengue
233854,5.0,naarnold
271268,8.0,Walt Mulder
271522,7.0,thetba
271522,6.0,Shakar
233673,7.0,Boromir1983
233673,4.0,BudsBalkan
233673,4.0,johnwong882
196953,4.0,JasonSaastad
270512,9.0,fake
270512,7.5,punkin312
270512,7.0,HilkMAN
270512,7.0,dbarbaglia
270512,6.0,juuzzom
270512,6.0,Hessu68
218574,6.0,penguinclaptrap
218574,6.0,Kartigan
270680,8.0,Osbad
270680,8.0,PaulLiddle
270680,8.0,Dulgin
270680,7.0,stickbomb
270680,7.0,ankhx
270680,6.5,SDRobot
270680,6.0,Orcoteuthis
218577,6.0,TomVasel
271045,10.0,jancis
271045,9.0,BebryGamez
271045,8.0,fake
271045,3.0,DeviantMagick
218590,7.0,TomVasel
270958,7.5,charlest
270958,7.5,weezeral
270958,4.0,thatthing1999
270958,4.0,oldgoat3769967
197075,7.0,khronosTdG
197075,6.0,PzVIE
197075,5.9,naarnold
197075,4.56,Geeken
197073,2.0,jmellby
199800,6.5,marioymia
199800,5.5,Hessu68
199800,4.0,GrzeL
236556,7.0,TomVasel
236556,2.5,punkin312
335271,7.0,punkin312
335271,6.5,TomVasel
335271,6.0,Hessu68
259064,8.0,kiwols
259064,7.0,kathuna
259064,6.5,BebryGamez
259064,6.0,dhogar
217015,7.0,kiwols
217015,6.0,kathuna
217015,6.0,Largovos
259342,8.0,kiwols
259342,6.0,Arkeo
259342,6.0,akapastorguy
259342,6.0,kathuna
259342,5.0,GermanMeepleGames
259342,5.0,Adidas02
259342,4.0,fake
202674,6.5,Reuner
202674,6.2,tmgd
202674,5.25,jmdsplotter
202674,4.0,charlest
202674,4.0,GrzeL
202664,7.0,SeanXor
202664,6.0,Nap16
202664,6.0,Abiteacher
202664,5.0,DeviantMagick
202617,8.5,jmdsplotter
202617,8.5,drachetanzer
202617,7.5,bykkarn
202617,7.0,PzVIE
202617,7.0,TheChin!
202617,6.0,Hessu68
202617,6.0,Galatolol
335467,7.0,HappyHexagon
335467,6.0,HilkMAN
202742,6.0,Savage_Collection
202742,2.0,burzykovski
258775,8.0,SilverDrake
258775,6.0,Tonydorrf
258775,2.0,rseater
216906,5.0,fake
216906,2.0,robvw
258377,9.0,kiwols
258377,6.5,Hessu68
258377,6.0,kathuna
202975,4.44,Geeken
258440,8.0,fake
258440,7.0,Peerchen
258440,7.0,Dirk.Krause
258457,5.0,crimescene
335131,6.5,softfairy
335131,5.0,punkin312
258761,8.0,Wolvercote
258761,7.0,kathuna
258761,5.0,fake
236480,7.0,Ghostlex
236480,7.0,kathuna
202821,9.0,Eagles
202776,7.0,Mark1130
202776,6.0,BrianJohnHunt
202776,5.0,aralias1
258751,7.0,jedipanda
312346,7.5,brainiac122
312346,3.0,punkin312
312289,5.0,TomVasel
312289,4.0,oldgoat3769967
260033,7.0,kathuna
260033,6.0,Saxophonist
260033,5.0,oceanodeuegos
260037,6.5,punkin312
202303,7.0,alaitoc
202303,6.6,Walt Mulder
217197,10.0,zolle001
217197,10.0,uscaucasus
217197,9.0,YellowStapler
217197,7.0,oldgoat3769967
202245,7.0,Squeezel
202227,7.0,PzVIE
202227,7.0,jmdsplotter
217229,7.0,Jofarin
217229,7.0,kiwols
217229,7.0,kathuna
217229,6.0,Hessu68
202375,6.0,JasonSaastad
202375,5.0,PBrennan
202375,4.0,Sintonic
202375,3.0,Rollon_Stonecrusher
202517,4.5,Hessu68
259724,8.0,fake
259724,7.0,gimli043
259724,7.0,OGRussHood
259724,6.0,Pfluftl
259724,6.0,kathuna
259724,6.0,softfairy
259727,5.0,fake
335541,8.0,oldgoat3769967
335541,8.0,luilund73
202478,7.5,Acciaccatura
202478,7.0,RockyMountainNavy
202478,6.0,TaliaIsabelle
202478,5.0,rseater
202478,3.0,rseater
259968,3.0,TomVasel
259968,3.0,oldgoat3769967
259968,2.0,OGRussHood
259970,7.0,jmdsplotter
259970,4.0,JasonSaastad
237088,9.0,richa283
237088,8.0,kathuna
237088,7.0,Andy Parsons
237088,7.0,CunningLinguist78
203410,5.0,dan_alex
216659,7.0,Acciaccatura
216659,6.5,SeanXor
216659,6.0,TomVasel
216659,2.5,Hessu68
216659,1.0,oldgoat3769967
216659,1.0,OGRussHood
203401,7.0,Scholle76
203401,7.0,kathuna
203401,6.0,DerSchroeder
203401,6.0,kiwols
203401,5.0,Camponotus
203401,5.0,JoergBoerg
203401,3.0,jmdsplotter
203401,3.0,fizzle
257633,8.0,Mark1130
257633,6.0,Tzitzimime
312762,6.0,Boromir1983
312762,3.0,oldgoat3769967
312762,2.0,TomVasel
334267,6.0,ddash
334267,6.0,jmdsplotter
257445,5.0,FunkyBlue
333348,8.0,Mark1130
333348,6.0,jmdsplotter
257324,6.5,NerdBoy_
257324,5.0,charlest
257324,1.0,punkin312
237213,6.0,softfairy
237213,6.0,oldgoat3769967
237213,5.0,Arkeo
237213,5.0,Yacoff
237213,5.0,kathuna
237213,4.5,Hessu68
257440,5.0,GrzeL
237212,7.5,jancis
237212,7.0,BebryGamez
237212,7.0,kathuna
237212,6.0,wellevorkanagawa
237212,6.0,Arkeo
312951,2.0,akaisamurai001
333516,10.0,fake
333516,7.0,Florian Sohns
333516,6.5,softfairy
333516,6.0,jmdsplotter
327062,6.0,rmjordan
327062,5.0,TomVasel
327062,2.0,oldgoat3769967
236893,7.0,ddash
236893,6.0,fake
236893,6.0,Florian Sohns
236893,6.0,ifalunch
236893,6.0,kathuna
236893,5.0,gimli043
236893,5.0,TomVasel
236893,5.0,Hessu68
236893,4.0,oldgoat3769967
312613,6.0,Tonydorrf
236577,6.5,binauralg
236577,3.0,79strat
326985,8.0,mirsik
326985,7.0,yetima
326985,6.0,Pete Atack
258137,7.4,Walt Mulder
258137,7.0,Lawrence Hung
258137,7.0,NerdBoy_
258137,7.0,Rikmaster
258137,6.5,prd1982
258137,6.0,Posco
258137,6.0,RockyMountainNavy
258137,4.0,KissellMissile
258137,1.0,rseater
334590,7.0,prd1982
334590,6.0,Katzula
216895,8.0,Motorkopf
258184,8.0,Rikmaster
258184,7.0,Nap16
258184,7.0,FRANCONY robin
258184,7.0,oldgoat3769967
202994,7.4,Walt Mulder
202994,5.0,fake
236713,6.0,OGRussHood
236713,5.0,DeviantMagick
236713,3.0,Geeken
312726,5.0,fibobs
312726,4.0,akaisamurai001
236884,7.5,Talonz
203238,6.0,fake
203238,4.0,wellevorkanagawa
203238,4.0,JasonSaastad
257725,7.0,Vaude
257725,6.5,thejadeape
257725,6.0,hauwech
257725,6.0,kystas
257725,6.0,kathuna
257725,5.5,pietlavens
257725,5.0,ddash
257725,5.0,OGRussHood
257725,4.0,barber
236881,7.0,PBrennan
236881,6.0,rseater
312738,8.0,nsevaux
312738,8.0,Molly may
312738,7.0,pierfederico
312738,7.0,oldgoat3769967
312738,7.0,lroces1969
312738,6.0,lacm
312738,6.0,Pete Atack
312738,5.0,breakmanynecks
334379,8.0,TomVasel
334379,6.0,akapastorguy
334379,6.0,oldgoat3769967
236861,9.0,ShepWRISTS
203170,7.0,oldgoat3769967
203170,6.0,Boromir1983
203170,4.5,Geeken
203170,4.0,DeviantMagick
312626,8.0,dduhamel1
312626,8.0,dengue
312626,7.5,eriksdunens
312626,7.0,Walt Mulder
257841,8.0,Goldhund
257841,3.0,nvidia3dfx
334543,8.0,fake
334543,7.0,ddash
334543,6.0,DerSchroeder
334543,5.5,Florian Sohns
334543,4.5,hessy
334543,4.0,wellevorkanagawa
235616,6.5,Trollstoi
235616,6.0,Vespert
262443,6.0,saba2
262443,5.25,jmdsplotter
262443,5.0,OGRussHood
262443,4.0,oldgoat3769967
262443,4.0,punkin312
262447,8.0,TomVasel
262447,7.0,oldgoat3769967
262447,3.0,moramis
262447,3.0,Lawster
200527,7.0,crimescene
200527,7.0,nanobastaddo
262554,6.0,charlest
262554,5.5,prd1982
262554,4.0,himokl
262622,8.0,dengue
262622,6.0,dduhamel1
262622,5.0,RockyMountainNavy
262622,5.0,mrkvm
262622,5.0,jmdsplotter
262622,2.0,DaMilli
262626,7.5,SeanXor
262626,7.0,Dathkadan
262626,6.0,Abiteacher
337262,7.5,weezeral
337262,7.0,projectmoonlightcafe
337262,4.0,sofriedrich
261738,7.0,crimescene
261738,6.5,exparrot
318392,6.0,jmdsplotter
235696,8.0,fake
235696,6.0,kathuna
235696,2.0,punkin312
235695,5.0,skslotten
235695,1.0,pistonsfan94
200825,6.0,cradleofmilk
200792,5.0,HilkMAN
200792,5.0,wellevorkanagawa
200792,5.0,PzVIE
200792,5.0,fake
262198,9.0,JAG3000
262198,8.5,mrkvm
262198,8.0,charlest
262198,8.0,MplsMatt
262198,8.0,dengue
262198,8.0,Dtph
262198,8.0,jaarnold0007
262198,8.0,Mamuz
262198,5.0,apostateant
200760,3.0,boxoftricks_13
200760,3.0,akaisamurai001
262291,8.0,Kether1983
262291,6.0,softfairy
200407,7.3,m1hune2007
200407,6.0,DerSchroeder
200407,5.0,ddash
200407,4.0,cactusse
337500,8.5,oldgoat3769967
337500,8.0,TomVasel
337500,7.0,Walt Mulder
337500,6.5,punkin312
217680,7.0,Peerchen
217680,7.0,Kether1983
217680,5.0,oskari
217680,4.0,hauwech
263426,8.0,beorthulf
263426,6.0,ddash
263426,1.0,marioymia
263437,1.0,Inconmon
263437,1.0,Peerchen
200083,3.0,himokl
235361,8.0,rseater
235361,7.0,fibobs
235361,5.0,Geeken
235361,4.0,wellevorkanagawa
235293,6.0,masama
263996,9.0,revshafer
263996,8.0,SBGrad
311659,4.0,oldgoat3769967
311659,4.0,TomVasel
311659,4.0,akapastorguy
311659,3.0,OGRussHood
235254,9.0,fake
235254,9.0,Florian Sohns
235254,7.0,TomVasel
235254,6.5,Arkeo
235254,6.0,Bixby
235254,5.0,oldgoat3769967
217827,4.0,JasonSaastad
217827,4.0,Geeken
217827,3.0,TomVasel
264154,5.5,DeviantMagick
264154,5.0,thatthing1999
264154,4.0,TomVasel
264154,4.0,Geeken
264154,4.0,oldgoat3769967
326804,7.0,punkin312
326804,6.0,ifalunch
326804,5.0,ddash
326804,5.0,fake
326804,5.0,Yacoff
326804,3.0,khind
217838,7.0,fake
217838,6.5,punkin312
217838,6.5,Ghostlex
217838,6.0,JasonSaastad
217863,5.0,SeanXor
264221,6.0,oldgoat3769967
235471,8.0,Acciaccatura
235471,6.0,cmicha
311708,7.0,ddash
311708,6.0,DerSchroeder
235455,7.0,TomVasel
263085,8.8,Posco
263085,7.0,Adidas02
200314,6.255,corkysru
200314,4.0,charlest
200314,3.0,Walsfeo
263222,9.0,ChYga22
263222,7.0,Kether1983
263301,9.0,marcocim
263301,8.0,Lawrence Hung
263301,7.5,NerdBoy_
263301,7.0,nanobastaddo
263301,5.0,MAAL
263301,5.0,Tormenta
261666,8.0,Rikmaster
261666,7.5,Nap16
261666,7.4,Walt Mulder
261666,7.0,FlussBurrito
261666,7.0,oldgoat3769967
235699,7.0,gimli043
235699,5.0,oskari
235699,5.0,Hessu68
235699,5.0,wellevorkanagawa
235699,5.0,punkin312
235699,5.0,ddash
235940,8.0,softfairy
235940,7.0,Scholle76
235940,6.0,DerSchroeder
235940,6.0,ddash
235940,6.0,kathuna
235940,4.0,WinniBee9
235940,4.0,hauwech
235940,4.0,saba2
201842,5.0,Largovos
201842,4.0,TomVasel
201842,4.0,nvidia3dfx
201842,4.0,oldgoat3769967
235926,7.0,marcocim
235926,7.0,gohrns
217320,7.0,oskari
217320,7.0,jogosdomundo
217320,6.0,Jorge Saavedra
217320,5.0,Hessu68
217320,3.0,oldgoat3769967
201560,6.5,Reuner
201560,6.0,csugioka
201560,4.0,KingRob
260709,8.0,fake
260709,5.5,Hessu68
260733,5.0,rseater
312182,9.0,Steve Be
312182,8.0,Kweevnidny
201458,7.0,Stumpy82
235943,6.0,ifalunch
235943,5.0,saba2
235943,5.0,ddash
235943,4.0,Hessu68
235943,4.0,kathuna
235943,3.0,Dirk.Krause
235943,3.0,Camponotus
260524,7.0,Boromir1983
202026,7.0,Peerchen
260282,6.0,boxoftricks_13
201973,6.0,SpaceAlien
201973,6.0,crimescene
201973,4.0,cbazler
236114,6.0,Squeezel
236114,6.0,Peerchen
236114,6.0,TomVasel
236114,6.0,oldgoat3769967
236114,5.5,Webbe
336552,8.0,TomVasel
336552,8.0,punkin312
336552,7.0,moramis
336552,7.0,j-berman
336552,7.0,DeviantMagick
336552,6.0,oldgoat3769967
201917,7.0,charlest
201917,6.0,JasonSaastad
235991,8.0,marcocim
235991,7.6,Walt Mulder
235991,5.0,breakmanynecks
201028,5.0,crimescene
201026,7.5,punkin312
201026,7.0,Bixby
235807,5.0,theorycraftist
261490,8.0,obsidian81
261490,8.0,HilkMAN
261490,7.0,TomVasel
261490,6.66,Geeken
261490,6.0,oldgoat3769967
261490,5.0,punkin312
261491,8.0,rayzg
261491,8.0,yolandavi
261491,7.0,kathuna
261491,6.0,Kosmonaut
261491,6.0,kystas
261491,5.0,Hessu68
261491,4.0,barber
318322,8.0,oldgoat3769967
318322,7.0,Walt Mulder
318322,6.0,rseater
200999,8.5,brasidas69
200999,6.0,ComplacentBadger
200959,8.0,pierfederico
200959,8.0,phersu
200959,7.0,Lawrence Hung
200959,7.0,vindex
200959,7.0,DukeofChutney
200959,7.0,Walt Mulder
200959,6.0,PSIM2
200959,6.0,yetima
200959,6.0,FRANCONY robin
200959,5.0,breakmanynecks
337070,8.0,oldgoat3769967
337070,7.0,nikkapo
337070,5.5,jmdsplotter
318353,9.0,Walt Mulder
318353,8.0,Nap16
217378,7.0,htwongah
217378,6.0,jmdsplotter
217378,6.0,ddash
217378,6.0,johnwong882
217378,5.0,ifalunch
311829,5.75,jmdsplotter
311829,3.0,rseater
200888,8.0,Rikmaster
200888,7.8,Walt Mulder
200888,6.0,pascalh
200888,5.0,Shakar
200888,4.0,JasonSaastad
235819,8.0,wellevorkanagawa
235819,7.0,fake
235819,6.0,Hessu68
235819,6.0,jancis
235819,3.0,Geeken
201453,5.0,dbarbaglia
201453,3.0,CrazyCod
201453,3.0,fibobs
311990,7.5,HilkMAN
311990,7.0,punkin312
260937,9.33,OGRussHood
260937,8.0,naarnold
260937,7.0,Walt Mulder
260980,6.5,HilkMAN
260980,6.0,punkin312
260980,5.5,Florian Sohns
260980,5.0,jmdsplotter
261112,4.0,BudsBalkan
261160,9.0,marcocim
261160,9.0,masama
261160,8.5,nsevaux
261160,8.0,LOEF
261160,7.9,Walt Mulder
261160,7.0,JimWesterfield
261160,6.0,Pete Atack
261160,6.0,mirsik
217340,7.0,kiwols
217340,6.0,stobbesammler
217340,6.0,Scholle76
217340,6.0,gimli043
217340,5.6,pietlavens
217340,5.0,DerSchroeder
217340,5.0,kathuna
217340,4.0,Garoo
217340,3.0,Florian Sohns
217340,3.0,hauwech
261316,6.0,Linvala
261316,5.0,Peter The Rat
261316,4.0,Prometeo
261265,8.0,Jan Torf
261265,7.0,kathuna
261265,6.5,HilkMAN
261265,4.0,DeviantMagick
201048,4.0,fibobs
201048,3.0,TomVasel
201048,3.0,oldgoat3769967
319320,7.0,fibobs
105305,7.0,khronosTdG
105305,6.5,TomVasel
105305,6.0,kathuna
105305,6.0,oldgoat3769967
105305,4.44,Geeken
105305,4.0,TheRocketSurgeon
11027,7.0,loopoocat
11027,7.0,Historix
11027,6.8,Walt Mulder
11027,6.0,pierfederico
11052,5.0,loopoocat
11052,3.0,evingerm@epix.net
11052,3.0,dancingdanslc
11056,6.0,breakmanynecks
11071,6.0,mcpranno
11071,6.0,rseater
11071,5.0,crimescene
11071,4.0,larryjrice
11085,6.0,larryjrice
11085,6.0,fake
11085,6.0,Florian Sohns
11085,6.0,Michael Maschke
11085,6.0,kathuna
11085,5.0,FC Dynamo Turbine
11085,5.0,moramis
11085,5.0,etherton
11085,5.0,Lawster
11085,4.0,loopoocat
11112,8.0,Lawrence Hung
11112,8.0,Historix
11112,7.0,melau
11112,6.0,vindex
11112,6.0,dakerr
11115,7.0,Historix
11115,6.0,Noel Wright
11115,6.0,marcocim
11115,5.0,pierfederico
11115,4.0,Molly may
11115,4.0,nsevaux
11115,3.0,Lawrence Hung
11116,8.0,Molly may
11116,7.0,Lawrence Hung
11116,7.0,Historix
11116,6.0,pierfederico
11116,6.0,melau
11116,6.0,Rikmaster
11116,5.0,RockyMountainNavy
11116,5.0,mcpranno
11116,5.0,dakerr
11116,4.0,Pete Atack
11121,7.0,FRANCONY robin
11121,6.0,Noel Wright
11121,6.0,dakerr
11121,6.0,marcocim
11124,8.0,Historix
11124,7.0,Lawrence Hung
11124,7.0,dakerr
11124,7.0,Rikmaster
11124,6.0,RockyMountainNavy
11124,6.0,Noel Wright
11124,6.0,slatersteven
11124,6.0,phorment
11124,5.0,sdiberar
11124,4.0,melau
11125,7.0,pierfederico
11125,6.0,breakmanynecks
11125,5.0,loopoocat
11011,7.0,Lawrence Hung
11011,6.5,Nap16
11011,5.0,loopoocat
10996,5.0,jcd2001es
10842,7.0,akapastorguy
10842,7.0,kathuna
10842,6.0,Florian Sohns
10842,6.0,fake
10842,5.0,FC Dynamo Turbine
10842,5.0,kneumann
10842,4.5,Hessu68
10842,4.0,PBrennan
10845,6.0,jueja
10845,5.0,kathuna
10845,3.0,fake
10855,7.0,Kweevnidny
10855,6.0,akapastorguy
10855,6.0,Gregarius
10855,6.0,Michael Maschke
10855,5.0,hauwech
10855,5.0,loopoocat
10855,2.0,sdiberar
10855,2.0,cfarrell
10885,7.0,PzVIE
10885,7.0,zaarin7
10885,7.0,loopoocat
10885,6.0,dakerr
10885,6.0,Historix
10885,5.0,sdiberar
10885,5.0,TigerTailz
10885,5.0,breakmanynecks
10885,4.0,Pete Atack
10889,8.0,rayzg
10889,7.0,Shakar
10889,5.0,i7dealer
10893,7.0,HalfSlothHalfCamel
10893,6.0,TomVasel
10914,7.0,oldgoat3769967
10914,7.0,Historix
10914,6.0,pierfederico
10914,5.0,loopoocat
10949,6.0,Jorge Saavedra
10949,3.0,Reuner
10966,6.5,cat5brother
10966,5.0,nsevaux
10971,8.0,janus
10971,8.0,jcd2001es
10971,5.0,loopoocat
11131,7.0,pierfederico
11131,7.0,Noel Wright
11131,7.0,Lawrence Hung
11131,7.0,Historix
11131,6.5,Nap16
11131,6.0,dakerr
11131,6.0,lroces1969
11131,6.0,breakmanynecks
11131,4.0,Pete Atack
11131,1.0,lorodal_66
11347,6.0,crimescene
11347,5.0,Nap16
11347,5.0,Be4tngU
11347,4.0,Hessu68
11347,3.0,rseater
11351,3.0,loopoocat
11370,6.0,mcpranno
11370,5.0,RockyMountainNavy
11370,4.0,marcocim
11370,1.0,OGRussHood
11393,5.0,loopoocat
11393,2.5,jenf
11399,9.9,Condompete
11399,9.0,zaarin7
11399,7.0,Historix
11399,6.0,RockyMountainNavy
11399,6.0,dakerr
11399,6.0,vindex
11399,4.5,melau
11399,4.0,breakmanynecks
11402,6.0,dakerr
11402,6.0,SeanXor
11402,4.0,mcpranno
11408,4.5,Nap16
11320,8.0,mcl020
11320,8.0,LUMA78
11320,6.0,eddy_sterckx
11320,5.0,jmdsplotter
11320,4.0,loopoocat
11413,7.0,TomVasel
11413,4.0,Vexatious
11421,7.0,Peerchen
11421,7.0,HilkMAN
11421,7.0,kathuna
11421,6.0,loopoocat
11421,5.0,gonzo104
11421,4.5,Nap16
11433,7.0,YellowStapler
11433,6.0,zaarin7
11433,6.0,FRANCONY robin
11433,6.0,yetima
11441,6.0,dakerr
11441,6.0,MAAL
11452,8.0,zaarin7
11452,6.5,mirsik
11452,5.0,dakerr
11452,4.0,loopoocat
11339,8.0,nsevaux
11339,7.0,Lawrence Hung
11339,6.0,Pete Atack
11339,6.0,RockyMountainNavy
11339,4.0,manjai
11339,2.0,phorment
11136,9.0,nsevaux
11136,7.0,Historix
11136,6.0,Lawrence Hung
11136,6.0,dakerr
11136,6.0,Tormenta
11136,5.0,smacphee
11136,5.0,breakmanynecks
11136,4.0,MAAL
11136,3.5,Pete Atack
11215,7.0,hauwech
11215,6.0,loopoocat
11215,6.0,kathuna
11215,5.0,fake
11215,5.0,Padreic
11215,4.0,gonzo104
11215,4.0,HilkMAN
11138,7.0,corkysru
11138,5.0,Molly may
11138,4.0,loopoocat
11177,6.0,peakhope
11177,5.0,wa11eye
11177,4.0,cat5brother
11177,3.0,mcpranno
11179,8.0,FRANCONY robin
11179,7.0,pierfederico
11179,6.0,vindex
11208,7.0,fake
11208,6.0,Khexhu
11208,4.0,Hessu68
11235,6.0,fizbanpower
11241,5.0,pierfederico
11241,5.0,loopoocat
11253,8.0,Lawrence Hung
11253,7.0,Historix
11253,6.5,Nap16
11253,6.0,lroces1969
11253,6.0,phorment
11253,5.0,dakerr
11253,5.0,marcocim
11253,4.0,loopoocat
11258,4.0,dougadamsau
11258,3.0,metelo
11278,9.0,Lawrence Hung
11278,9.0,casadeisogniburritts
11278,7.0,sdiberar
11278,6.0,leffe dubbel
11284,10.0,PzVIE
11284,6.0,Hessu68
11287,8.0,rayzg
11289,7.0,DukeofChutney
11289,7.0,Nap16
11289,5.0,mcpranno
10822,7.0,Lawrence Hung
10822,7.0,Noel Wright
10822,7.0,gohrns
10822,7.0,dakerr
10822,7.0,Historix
10822,6.0,pierfederico
10822,6.0,ftstevens
10813,8.0,Monkey9485
10813,6.0,hauwech
10813,6.0,kathuna
10813,5.0,fake
10813,5.0,Florian Sohns
10813,5.0,oldgoat3769967
10813,4.0,Peerchen
10813,3.0,Peter The Rat
10811,6.5,mcpranno
10811,6.0,Kroupflecken
10811,6.0,Florian Sohns
10811,6.0,khronosTdG
10811,5.0,kathuna
10811,5.0,S3ppl
10811,4.0,FC Dynamo Turbine
10811,4.0,brian
10811,4.0,meduvea07
10811,3.0,akapastorguy
10811,2.0,eddy_sterckx
10348,7.0,Lawrence Hung
10348,7.0,slatersteven
10348,7.0,phorment
10348,7.0,Historix
10348,6.0,sdiberar
10348,6.0,Noel Wright
10348,6.0,dakerr
10348,6.0,lroces1969
10348,5.0,breakmanynecks
10348,3.0,Pete Atack
10353,3.0,loopoocat
10354,3.5,mcpranno
10361,8.0,marcocim
10361,7.0,dakerr
10368,5.0,loopoocat
10368,4.0,evingerm@epix.net
10392,7.0,Rikmaster
10392,6.0,zaarin7
10392,6.0,lroces1969
10392,5.0,loopoocat
10394,4.0,loopoocat
10414,5.0,BudsBalkan
10414,5.0,Pola
10414,3.0,OGRussHood
10414,1.0,wa11eye
10419,7.5,Joe Casadonte
10419,3.0,oldgoat3769967
10424,3.0,Arkeo
10432,3.0,PzVIE
10432,3.0,jmdsplotter
10459,5.0,Chris Sjoholm
10462,2.0,loopoocat
10462,1.0,OGRussHood
10463,7.0,rseater
10463,6.0,crimescene
10463,5.0,schkff
10470,9.0,nsevaux
10470,8.0,YellowStapler
10470,7.0,lroces1969
10470,7.0,dakerr
10470,2.0,FRANCONY robin
10345,7.0,Be4tngU
10345,6.0,pietlavens
10345,6.0,loopoocat
10345,6.0,crimescene
10345,5.0,fake
10345,5.0,kathuna
10345,4.0,Kweevnidny
10345,1.0,Peerchen
10270,5.0,larryjrice
10270,5.0,khronosTdG
10257,7.0,Historix
10257,6.5,Nap16
10257,5.0,Noel Wright
10257,5.0,vindex
10257,5.0,lroces1969
10257,5.0,mcpranno
10257,5.0,dakerr
10257,5.0,FRANCONY robin
10257,4.5,Pete Atack
10257,4.0,breakmanynecks
10257,2.0,Lawrence Hung
10258,7.0,Lawrence Hung
10258,7.0,Historix
10258,6.0,Noel Wright
10258,6.0,dakerr
10258,6.0,lroces1969
10258,5.0,mcpranno
10258,3.5,Pete Atack
10264,10.0,Molly may
10264,7.0,pierfederico
10264,7.0,Noel Wright
10264,6.0,lroces1969
10264,6.0,dakerr
10264,6.0,DukeofChutney
10264,6.0,oldgoat3769967
10264,5.0,mcpranno
10264,3.0,Pete Atack
10266,6.0,lroces1969
10268,9.0,nsevaux
10268,8.0,vindex
10268,7.0,slatersteven
10268,7.0,SDRobot
10275,6.0,masama
10275,5.0,jmdsplotter
10326,5.0,evingerm@epix.net
10282,6.0,william4192
10306,10.0,Irondell
10306,5.0,loopoocat
10306,5.0,atticusfinch1960
10306,5.0,Be4tngU
10307,8.0,slatersteven
10310,9.0,mirsik
10310,9.0,Big Hand Jim
10310,8.0,nsevaux
10310,6.0,smacphee
10511,7.0,pietlavens
10511,6.0,Peter The Rat
10511,6.0,wellevorkanagawa
10511,5.0,oskari
10511,5.0,PoisonKiwi
10511,4.0,FC Dynamo Turbine
10511,3.5,Hessu68
10511,3.0,grimsmirk
10651,7.0,Be4tngU
10651,5.0,Koert
10651,5.0,Kweevnidny
10651,5.0,kathuna
10651,3.0,loopoocat
10742,7.0,jogosdomundo
10742,7.0,Be4tngU
10742,6.0,Handballer
10742,6.0,kathuna
10742,5.0,fizzle
10742,5.0,Arkeo
10742,3.0,loopoocat
10769,5.0,jcd2001es
10769,5.0,pietlavens
10631,6.0,Nap16
10631,2.0,Spiderman_
10776,7.0,zaarin7
10776,7.0,FRANCONY robin
10776,7.0,Arkobla Conn
10776,7.0,phersu
10776,7.0,Historix
10776,6.0,pierfederico
10776,6.0,dakerr
10776,6.0,MAAL
10776,6.0,breakmanynecks
10776,5.0,sdiberar
10776,4.0,eddy_sterckx
10780,8.0,dengue
10783,7.0,yendi57
10783,7.0,crimescene
10783,6.0,TheChin!
10783,6.0,fake
10783,4.0,loopoocat
10785,8.0,vindex
10785,7.0,mcpranno
10785,6.5,lorodal_66
10785,5.0,general hoth
10793,6.0,dakerr
10793,4.0,marcocim
10793,3.0,oldgoat3769967
10797,7.0,Historix
10797,6.0,Lawrence Hung
10797,6.0,dakerr
10797,5.0,nsevaux
10797,4.5,mcpranno
10805,7.0,Nap16
